#Eisverkäufe,#Todesfälle
0.052749605548126285,0.09752137002896857
0.09053036243191434,0.08153464135726868
0.020338547595546735,0.08863579420958183
0.05078750408017792,0.09170121897692665
0.05218365775646293,0.11943150101329596
0.052128986872511544,0.11569058399686565
0.05971085202657527,0.17171119074292662
0.05154211478067589,0.17666539195870454
0.08556387611919497,0.23236824138136114
0.086961545665036,0.1984081997897706
0.11975993806439564,0.3502919790872623
0.11022961870810148,0.32152412509683825
0.10739768363788542,0.3217798902416189
0.1213968262428736,0.3660533078821529
0.09285578498801314,0.3974996736723
0.09432923031144085,0.4021744397673837
0.12406601082793332,0.43461811997752064
0.12193277855194364,0.4529261979227444
0.1146818667717334,0.4970529695097569
0.13847047592210812,0.5286112323939697
0.18352337888127312,0.5960113994235021
0.20447333333747725,0.5653043200300591
0.19762808423291753,0.6257993074808637
0.2372205346780195,0.6446372081495728
0.18129180087809946,0.6610090885033083
0.21895582665297905,0.6357105953997777
0.2813062187746894,0.6797069913401679
0.24388931042361078,0.6724324048723932
0.2842030698240566,0.7055165804914317
0.27084335319561403,0.6699065363025329
0.2532857490435562,0.7093795237383986
0.2710867939050162,0.6955329378117437
0.28624068688928545,0.702194603363618
0.2840137199976503,0.7298331808235972
0.3001501224675503,0.701832782634479
0.29352564497830885,0.7159831937973674
0.34533438991841675,0.7230371825974627
0.2885338295279662,0.7268891065866175
0.32965402850296704,0.6705887787916154
0.3089905736900123,0.7032653342253452
0.3292715409471084,0.667711957531846
0.35174731183376057,0.6679962694461863
0.3947647372310606,0.5415474512193676
0.4420754280038228,0.5695342019825701
0.4328519390747267,0.5037469922439455
0.412605617374393,0.450630493758525
0.42632344350396184,0.43965668529777846
0.4536502790027181,0.40632183597418486
0.4877283006647995,0.38411425455848813
0.4374422942547935,0.3823523990656658
0.4782246721077223,0.3258255402629399
0.49771401365767404,0.30357785344333316
0.5003281136884283,0.24971479820420184
0.5151177284538944,0.2844967906738012
0.5263086007970187,0.25503489399012824
0.49834222142384726,0.1935158331688133
0.49545336163229853,0.2095631115878185
0.500151445217295,0.19952062711232693
0.5074046857349409,0.19608843031491077
0.5323427971776198,0.18360595947399927
0.5513720575506285,0.19151618405639528
0.5608513150296454,0.18482245491920107
0.5581710791778813,0.19155802631933944
0.5799907506554054,0.16611500116764236
0.5789561424599816,0.17572152105992328
0.6127491717316456,0.2249905921138555
0.5922807918710233,0.17840806856072117
0.5909686637933944,0.18081265332048976
0.6192182439446338,0.19156499834780052
0.5956951004260257,0.16768534160160492
0.6053492631137728,0.20983045507019896
0.6428428320116875,0.17762353725473745
0.6426802730614756,0.19842899118495608
0.6291544764846357,0.2642193528585639
0.6555013866715339,0.23746812636251305
0.6682716670372898,0.26042742199295954
0.6723551434745932,0.2723322691585756
0.7095282532707511,0.2848412965375774
0.6955789889451587,0.33396422904769163
0.7064047909091555,0.31217983961453116
0.7148677667794758,0.37907070522028613
0.7332128731131924,0.343941473213619
0.7107449096643059,0.39543367575795146
0.7489868200823645,0.41264583778383673
0.7521627616728721,0.4507798119120129
0.7452238607547422,0.4723588698787979
0.7859586402411967,0.5585384570549923
0.7805701381780124,0.5074594753010173
0.780589431182204,0.588713248683403
0.8137601217383953,0.5901964894928892
0.7863297616537182,0.660782292951716
0.8008233644265422,0.6238570190767282
0.8116080522156206,0.6970223608849242
0.8397163623025599,0.6864525176286295
0.8018762055541663,0.7301935617291553
0.8459606697661524,0.718439750966627
0.8326261346242025,0.7628261041912606
0.832666523519077,0.764401861013663
0.8568746080299148,0.8637475987591768
0.8564211020696387,0.7704461319368751
0.8523668402200787,0.7882660191463724
0.8556180629413876,0.7802067306144558
0.10927798680825508,0.24560883830388996
0.07856046235992722,0.24548385041225732
0.0730094689843482,0.2720699073094013
0.08674640910829726,0.2538254936357973
0.08403448165418168,0.29371947218320504
0.09843402792256002,0.2856525527767577
0.08555337977247163,0.3383867980081672
0.09946057984147853,0.32877635297066926
0.06822128819057631,0.28638490682850587
0.10549650450014508,0.312252709222665
0.061643364037529375,0.3464303858387921
0.08335194351546726,0.3785599878348821
0.07010243291773495,0.37926239307137566
0.08610450967552595,0.36978787390630663
0.12995383363058158,0.3493147398885443
0.08613136762557817,0.35241467690846306
0.11734179718005586,0.3772545085286179
0.06702906070349587,0.38630366703349533
0.31740882460172337,0.6529009891169849
0.3410567337138436,0.6431132307785242
0.3387909327968466,0.5623334982089842
0.33893463576214333,0.5854009897410374
0.4785591664730168,0.3196211912873737
0.4897551030347346,0.3233642374890442
0.5108534728467957,0.24744731256070943
0.5318828030878812,0.21838914296736558
0.5604591009642855,0.18521081832671304
0.558081677752427,0.17090552575359547
